127.0.0.1 - - [21/Jul/2018:22:33:24 +0700] "GET / HTTP/1.1" 200 -
127.0.0.1 - - [21/Jul/2018:22:35:07 +0700] "GET /themes/inspinia/css/plugins/dataTables/dataTables.responsive.css HTTP/1.1" 200 2626
127.0.0.1 - - [21/Jul/2018:22:35:07 +0700] "GET /themes/inspinia/js/plugins/pace/pace.min.js HTTP/1.1" 200 12315
127.0.0.1 - - [21/Jul/2018:22:35:07 +0700] "GET /themes/inspinia/js/plugins/dataTables/dataTables.bootstrap.js HTTP/1.1" 200 9614
127.0.0.1 - - [21/Jul/2018:22:35:07 +0700] "GET /themes/inspinia/js/plugins/dataTables/dataTables.tableTools.min.js HTTP/1.1" 200 31688
127.0.0.1 - - [21/Jul/2018:22:35:07 +0700] "GET /themes/inspinia/js/plugins/toastr/toastr.min.js HTTP/1.1" 200 4322
127.0.0.1 - - [21/Jul/2018:22:35:07 +0700] "GET /themes/inspinia/js/inspinia.js HTTP/1.1" 200 4610
127.0.0.1 - - [21/Jul/2018:22:35:07 +0700] "GET /themes/inspinia/js/plugins/dataTables/jquery.dataTables.js HTTP/1.1" 200 449797
127.0.0.1 - - [21/Jul/2018:22:35:07 +0700] "GET /images/profile_small.jpg HTTP/1.1" 404 1317
127.0.0.1 - - [21/Jul/2018:22:35:07 +0700] "GET /plugins/swal/sweetalert.css HTTP/1.1" 404 1317
127.0.0.1 - - [21/Jul/2018:22:35:07 +0700] "GET /plugins/swal/sweetalert.min.js HTTP/1.1" 404 1317
127.0.0.1 - - [21/Jul/2018:22:35:07 +0700] "GET /themes/inspinia/css/patterns/header-profile.png HTTP/1.1" 200 5877
127.0.0.1 - - [21/Jul/2018:22:35:07 +0700] "GET /themes/inspinia//font-awesome/fonts/fontawesome-webfont.woff2?v=4.3.0 HTTP/1.1" 200 56780
127.0.0.1 - - [21/Jul/2018:22:35:07 +0700] "GET /plugins/swal/sweetalert.min.js HTTP/1.1" 404 1317
127.0.0.1 - - [21/Jul/2018:22:35:08 +0700] "GET /favicon.ico HTTP/1.1" 200 -
127.0.0.1 - - [21/Jul/2018:22:35:10 +0700] "GET /admin/thanh-vien HTTP/1.1" 200 14663
127.0.0.1 - - [21/Jul/2018:22:35:10 +0700] "GET /themes/inspinia//font-awesome/css/font-awesome.css HTTP/1.1" 200 30548
127.0.0.1 - - [21/Jul/2018:22:35:10 +0700] "GET /themes/inspinia/css/bootstrap.min.css HTTP/1.1" 200 114015
127.0.0.1 - - [21/Jul/2018:22:35:10 +0700] "GET /themes/inspinia/css/plugins/dataTables/dataTables.responsive.css HTTP/1.1" 200 2626
127.0.0.1 - - [21/Jul/2018:22:35:10 +0700] "GET /themes/inspinia/css/animate.css HTTP/1.1" 200 68411
127.0.0.1 - - [21/Jul/2018:22:35:10 +0700] "GET /themes/inspinia/css/style.css HTTP/1.1" 200 188094
127.0.0.1 - - [21/Jul/2018:22:35:10 +0700] "GET /themes/inspinia/css/plugins/dataTables/dataTables.tableTools.min.css HTTP/1.1" 200 6602
127.0.0.1 - - [21/Jul/2018:22:35:10 +0700] "GET /themes/inspinia/css/plugins/toastr/toastr.min.css HTTP/1.1" 200 6882
127.0.0.1 - - [21/Jul/2018:22:35:10 +0700] "GET /themes/inspinia/css/custom.css HTTP/1.1" 200 256
127.0.0.1 - - [21/Jul/2018:22:35:10 +0700] "GET /themes/inspinia/css/plugins/dataTables/dataTables.bootstrap.css HTTP/1.1" 200 5178
127.0.0.1 - - [21/Jul/2018:22:35:10 +0700] "GET /plugins/swal/sweetalert.css HTTP/1.1" 404 1317
127.0.0.1 - - [21/Jul/2018:22:35:10 +0700] "GET /plugins/swal/sweetalert.min.js HTTP/1.1" 404 1317
127.0.0.1 - - [21/Jul/2018:22:35:10 +0700] "GET /images/profile_small.jpg HTTP/1.1" 404 1317
127.0.0.1 - - [21/Jul/2018:22:35:11 +0700] "GET /favicon.ico HTTP/1.1" 200 -
127.0.0.1 - - [21/Jul/2018:22:35:11 +0700] "GET /admin/thanh-vien?draw=1&columns%5B0%5D%5Bdata%5D=id&columns%5B0%5D%5Bname%5D=&columns%5B0%5D%5Bsearchable%5D=true&columns%5B0%5D%5Borderable%5D=true&columns%5B0%5D%5Bsearch%5D%5Bvalue%5D=&columns%5B0%5D%5Bsearch%5D%5Bregex%5D=false&columns%5B1%5D%5Bdata%5D=email&columns%5B1%5D%5Bname%5D=&columns%5B1%5D%5Bsearchable%5D=true&columns%5B1%5D%5Borderable%5D=true&columns%5B1%5D%5Bsearch%5D%5Bvalue%5D=&columns%5B1%5D%5Bsearch%5D%5Bregex%5D=false&columns%5B2%5D%5Bdata%5D=full_name&columns%5B2%5D%5Bname%5D=&columns%5B2%5D%5Bsearchable%5D=true&columns%5B2%5D%5Borderable%5D=true&columns%5B2%5D%5Bsearch%5D%5Bvalue%5D=&columns%5B2%5D%5Bsearch%5D%5Bregex%5D=false&columns%5B3%5D%5Bdata%5D=role&columns%5B3%5D%5Bname%5D=&columns%5B3%5D%5Bsearchable%5D=true&columns%5B3%5D%5Borderable%5D=true&columns%5B3%5D%5Bsearch%5D%5Bvalue%5D=&columns%5B3%5D%5Bsearch%5D%5Bregex%5D=false&columns%5B4%5D%5Bdata%5D=created_at&columns%5B4%5D%5Bname%5D=&columns%5B4%5D%5Bsearchable%5D=true&columns%5B4%5D%5Borderable%5D=true&columns%5B4%5D%5Bsearch%5D%5Bvalue%5D=&columns%5B4%5D%5Bsearch%5D%5Bregex%5D=false&columns%5B5%5D%5Bdata%5D=status&columns%5B5%5D%5Bname%5D=&columns%5B5%5D%5Bsearchable%5D=true&columns%5B5%5D%5Borderable%5D=true&columns%5B5%5D%5Bsearch%5D%5Bvalue%5D=&columns%5B5%5D%5Bsearch%5D%5Bregex%5D=false&columns%5B6%5D%5Bdata%5D=action&columns%5B6%5D%5Bname%5D=&columns%5B6%5D%5Bsearchable%5D=true&columns%5B6%5D%5Borderable%5D=true&columns%5B6%5D%5Bsearch%5D%5Bvalue%5D=&columns%5B6%5D%5Bsearch%5D%5Bregex%5D=false&order%5B0%5D%5Bcolumn%5D=0&order%5B0%5D%5Bdir%5D=asc&start=0&length=10&search%5Bvalue%5D=&search%5Bregex%5D=false&keyword=&role=&status=&_=1532187310944 HTTP/1.1" 200 3485
127.0.0.1 - - [21/Jul/2018:22:35:11 +0700] "GET /themes/inspinia/css/plugins/images/sort_asc.png HTTP/1.1" 200 1022
127.0.0.1 - - [21/Jul/2018:22:35:11 +0700] "GET /themes/inspinia/fonts/glyphicons-halflings-regular.woff HTTP/1.1" 200 23320
127.0.0.1 - - [21/Jul/2018:22:35:15 +0700] "GET /admin/thanh-vien/them HTTP/1.1" 200 11208
127.0.0.1 - - [21/Jul/2018:22:35:15 +0700] "GET /themes/inspinia/css/bootstrap.min.css HTTP/1.1" 200 114015
127.0.0.1 - - [21/Jul/2018:22:35:15 +0700] "GET /themes/inspinia//font-awesome/css/font-awesome.css HTTP/1.1" 200 30548
127.0.0.1 - - [21/Jul/2018:22:35:15 +0700] "GET /themes/inspinia/css/plugins/dataTables/dataTables.bootstrap.css HTTP/1.1" 200 5178
127.0.0.1 - - [21/Jul/2018:22:35:15 +0700] "GET /themes/inspinia/css/style.css HTTP/1.1" 200 188094
127.0.0.1 - - [21/Jul/2018:22:35:15 +0700] "GET /themes/inspinia/css/plugins/toastr/toastr.min.css HTTP/1.1" 200 6882
127.0.0.1 - - [21/Jul/2018:22:35:15 +0700] "GET /themes/inspinia/css/animate.css HTTP/1.1" 200 68411
127.0.0.1 - - [21/Jul/2018:22:35:15 +0700] "GET /themes/inspinia/css/custom.css HTTP/1.1" 200 256
127.0.0.1 - - [21/Jul/2018:22:35:15 +0700] "GET /themes/inspinia/css/plugins/dataTables/dataTables.responsive.css HTTP/1.1" 200 2626
127.0.0.1 - - [21/Jul/2018:22:35:15 +0700] "GET /themes/inspinia/css/plugins/dataTables/dataTables.tableTools.min.css HTTP/1.1" 200 6602
127.0.0.1 - - [21/Jul/2018:22:35:15 +0700] "GET /plugins/swal/sweetalert.css HTTP/1.1" 404 1317
127.0.0.1 - - [21/Jul/2018:22:35:15 +0700] "GET /plugins/swal/sweetalert.min.js HTTP/1.1" 404 1317
127.0.0.1 - - [21/Jul/2018:22:35:15 +0700] "GET /images/profile_small.jpg HTTP/1.1" 404 1317
127.0.0.1 - - [21/Jul/2018:22:35:15 +0700] "GET /favicon.ico HTTP/1.1" 200 -
127.0.0.1 - - [21/Jul/2018:22:35:18 +0700] "GET /admin/thanh-vien HTTP/1.1" 200 14663
127.0.0.1 - - [21/Jul/2018:22:35:18 +0700] "GET /themes/inspinia//font-awesome/css/font-awesome.css HTTP/1.1" 200 30548
127.0.0.1 - - [21/Jul/2018:22:35:18 +0700] "GET /themes/inspinia/css/bootstrap.min.css HTTP/1.1" 200 114015
127.0.0.1 - - [21/Jul/2018:22:35:18 +0700] "GET /themes/inspinia/css/plugins/dataTables/dataTables.bootstrap.css HTTP/1.1" 200 5178
127.0.0.1 - - [21/Jul/2018:22:35:18 +0700] "GET /themes/inspinia/css/plugins/dataTables/dataTables.responsive.css HTTP/1.1" 200 2626
127.0.0.1 - - [21/Jul/2018:22:35:18 +0700] "GET /themes/inspinia/css/plugins/dataTables/dataTables.tableTools.min.css HTTP/1.1" 200 6602
127.0.0.1 - - [21/Jul/2018:22:35:19 +0700] "GET /themes/inspinia/css/plugins/toastr/toastr.min.css HTTP/1.1" 200 6882
127.0.0.1 - - [21/Jul/2018:22:35:19 +0700] "GET /themes/inspinia/css/animate.css HTTP/1.1" 200 68411
127.0.0.1 - - [21/Jul/2018:22:35:19 +0700] "GET /themes/inspinia/css/style.css HTTP/1.1" 200 188094
127.0.0.1 - - [21/Jul/2018:22:35:19 +0700] "GET /themes/inspinia/css/custom.css HTTP/1.1" 200 256
127.0.0.1 - - [21/Jul/2018:22:35:19 +0700] "GET /plugins/swal/sweetalert.css HTTP/1.1" 404 1317
127.0.0.1 - - [21/Jul/2018:22:35:19 +0700] "GET /images/profile_small.jpg HTTP/1.1" 404 1317
127.0.0.1 - - [21/Jul/2018:22:35:19 +0700] "GET /plugins/swal/sweetalert.min.js HTTP/1.1" 404 1317
127.0.0.1 - - [21/Jul/2018:22:35:19 +0700] "GET /favicon.ico HTTP/1.1" 200 -
127.0.0.1 - - [21/Jul/2018:22:35:19 +0700] "GET /admin/thanh-vien?draw=1&columns%5B0%5D%5Bdata%5D=id&columns%5B0%5D%5Bname%5D=&columns%5B0%5D%5Bsearchable%5D=true&columns%5B0%5D%5Borderable%5D=true&columns%5B0%5D%5Bsearch%5D%5Bvalue%5D=&columns%5B0%5D%5Bsearch%5D%5Bregex%5D=false&columns%5B1%5D%5Bdata%5D=email&columns%5B1%5D%5Bname%5D=&columns%5B1%5D%5Bsearchable%5D=true&columns%5B1%5D%5Borderable%5D=true&columns%5B1%5D%5Bsearch%5D%5Bvalue%5D=&columns%5B1%5D%5Bsearch%5D%5Bregex%5D=false&columns%5B2%5D%5Bdata%5D=full_name&columns%5B2%5D%5Bname%5D=&columns%5B2%5D%5Bsearchable%5D=true&columns%5B2%5D%5Borderable%5D=true&columns%5B2%5D%5Bsearch%5D%5Bvalue%5D=&columns%5B2%5D%5Bsearch%5D%5Bregex%5D=false&columns%5B3%5D%5Bdata%5D=role&columns%5B3%5D%5Bname%5D=&columns%5B3%5D%5Bsearchable%5D=true&columns%5B3%5D%5Borderable%5D=true&columns%5B3%5D%5Bsearch%5D%5Bvalue%5D=&columns%5B3%5D%5Bsearch%5D%5Bregex%5D=false&columns%5B4%5D%5Bdata%5D=created_at&columns%5B4%5D%5Bname%5D=&columns%5B4%5D%5Bsearchable%5D=true&columns%5B4%5D%5Borderable%5D=true&columns%5B4%5D%5Bsearch%5D%5Bvalue%5D=&columns%5B4%5D%5Bsearch%5D%5Bregex%5D=false&columns%5B5%5D%5Bdata%5D=status&columns%5B5%5D%5Bname%5D=&columns%5B5%5D%5Bsearchable%5D=true&columns%5B5%5D%5Borderable%5D=true&columns%5B5%5D%5Bsearch%5D%5Bvalue%5D=&columns%5B5%5D%5Bsearch%5D%5Bregex%5D=false&columns%5B6%5D%5Bdata%5D=action&columns%5B6%5D%5Bname%5D=&columns%5B6%5D%5Bsearchable%5D=true&columns%5B6%5D%5Borderable%5D=true&columns%5B6%5D%5Bsearch%5D%5Bvalue%5D=&columns%5B6%5D%5Bsearch%5D%5Bregex%5D=false&order%5B0%5D%5Bcolumn%5D=0&order%5B0%5D%5Bdir%5D=asc&start=0&length=10&search%5Bvalue%5D=&search%5Bregex%5D=false&keyword=&role=&status=&_=1532187319167 HTTP/1.1" 200 3483
127.0.0.1 - - [21/Jul/2018:22:35:19 +0700] "GET /themes/inspinia/css/plugins/images/sort_asc.png HTTP/1.1" 200 1022
127.0.0.1 - - [21/Jul/2018:22:37:30 +0700] "GET /favicon.ico HTTP/1.1" 200 -
127.0.0.1 - - [21/Jul/2018:22:37:30 +0700] "GET /favicon.ico HTTP/1.1" 200 -
127.0.0.1 - - [22/Jul/2018:08:44:41 +0700] "GET /login HTTP/1.1" 200 2732
127.0.0.1 - - [22/Jul/2018:08:44:52 +0700] "GET /themes/inspinia/css/bootstrap.min.css HTTP/1.1" 200 114015
127.0.0.1 - - [22/Jul/2018:08:44:53 +0700] "GET /themes/inspinia/js/bootstrap.min.js HTTP/1.1" 200 34659
127.0.0.1 - - [22/Jul/2018:08:44:53 +0700] "GET /themes/inspinia/js/jquery-2.1.1.js HTTP/1.1" 200 84247
127.0.0.1 - - [22/Jul/2018:08:44:53 +0700] "GET /themes/inspinia/font-awesome/css/font-awesome.css HTTP/1.1" 200 30548
127.0.0.1 - - [22/Jul/2018:08:44:53 +0700] "GET /themes/inspinia/css/animate.css HTTP/1.1" 200 68411
127.0.0.1 - - [22/Jul/2018:08:44:53 +0700] "GET /themes/inspinia/css/style.css HTTP/1.1" 200 188094
127.0.0.1 - - [22/Jul/2018:08:44:53 +0700] "GET /favicon.ico HTTP/1.1" 200 -
